id,Url Source,Année,Titre,Competiton,Type,Premier Film,Realise Par,Sexe,Présence du réalisateur,Pays,Pays 1,Pays 2,Pays 3,Pays 4,Pays 5,Président du jury,Nationalité du président du jury,même pays jury et prod ,Palme,Récompense,Duree,Annee,URL Allociné,Note Allociné,Nombre de notes Sens Critique,Note Sens Critique,Classement Sens Critique
fc91,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4134/year/1949.html,1949,ALMA FUERTE,En Compétition,Longs Métrages,,Luis Cesar AMADORI,,1,ARGENTINE,ARGENTINE,,,,,Georges Huisman,France,0,0,,,,,,,0,37
fc92,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4156/year/1949.html,1949,AN ACT OF MURDER (LE DROIT DE TUER),En Compétition,Longs Métrages,,Michael GORDON,,1,ÉTATS-UNIS,ÉTATS-UNIS,,,,,Georges Huisman,France,0,0,,,,,,1 019,"5,8",651
fc93,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4183/year/1949.html,1949,L'AMOROSA MENZOGNA (MENSONGE AMOUREUX),En Compétition,Longs Métrages,,Michelangelo ANTONIONI,,1,ITALIE,ITALIE,,,,,Georges Huisman,France,0,0,,,,,,5,"5,4",583
fc94,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4140/year/1949.html,1949,IMAGES D'ETHIOPIE,En Compétition,Longs Métrages,,Paul PICHONNIER,,1,BELGIQUE,BELGIQUE,,,,,Georges Huisman,France,0,0,,,,,,,0,38
fc95,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4157/year/1949.html,1949,THE SET UP (NOUS AVONS GAGNE CE SOIR?),En Compétition,Longs Métrages,,Robert WISE,,2,ÉTATS-UNIS,ÉTATS-UNIS,,,,,Georges Huisman,France,0,0,,,,,,498,"7,9",1612
fc96,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4150/year/1949.html,1949,MUGHAMARAT ANTAR WA ABLA (LES AVENTURES DE ANTAR ET ABLAR),En Compétition,Longs Métrages,,SALAH ABU SAYF,,1,ÉGYPTE,ÉGYPTE,,,,,Georges Huisman,France,0,0,,,,,,,0,39
fc97,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4175/year/1949.html,1949,THE QUEEN OF SPADES (LA REINE DES CARTES),En Compétition,Longs Métrages,,Thorold DICKINSON,,1,ROYAUME-UNI,ROYAUME-UNI,,,,,Georges Huisman,France,0,0,,,,,,3,0,40
fc98,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4174/year/1949.html,1949,THE THIRD MAN (LE TROISIEME HOMME),En Compétition,Longs Métrages,,Carol REED,,1,ROYAUME-UNI,ROYAUME-UNI,,,,,Georges Huisman,France,0,1,"Grand Prix, 1949",,,http://www.allocine.fr/film/fichefilm_gen_cfilm=1826.html,4,2 100,"7,6",1534
fc99,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4158/year/1949.html,1949,WITHOUT HONOR (CREPUSCULE),En Compétition,Longs Métrages,,Irving PICHEL,,1,ÉTATS-UNIS,ÉTATS-UNIS,,,,,Georges Huisman,France,0,0,,,,,,12,"5,2",563
fc100,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4079/year/1951.html,1951,EDOUARD ET CAROLINE,En Compétition,Longs Métrages,,Jacques BECKER,,3,FRANCE,FRANCE,,,,,André Maurois,France,1,0,,,,,,62,"7,5",1448
fc101,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4114/year/1951.html,1951,FROKEN JULIE (MADEMOISELLE JULIE),En Compétition,Longs Métrages,,Alf SJÖBERG,,2,SUÈDE,SUÈDE,,,,,André Maurois,France,0,1,"Grand Prix Ex-aequo, 1951",,,http://www.allocine.fr/film/fichefilm_gen_cfilm=1324.html,"3,4",20,7,1163
fc102,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4072/year/1951.html,1951,ALL ABOUT EVE (EVE),En Compétition,Longs Métrages,,Joseph L. MANKIEWICZ,,2,ÉTATS-UNIS,ÉTATS-UNIS,,,,,André Maurois,France,0,0,"Prix d'interprétation féminine, 1951;Prix spécial du Jury, 1951",,,,,11,"7,7",1548
fc103,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4115/year/1951.html,1951,DIE VIER IM JEEP (QUATRE DANS UNE JEEP),En Compétition,Longs Métrages,,Léopold LINDTBERG,,2,SUISSE,SUISSE,,,,,André Maurois,France,0,0,,,,,,2,0,41
fc104,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4088/year/1951.html,1951,UN DROLE DE MARIAGE,En Compétition,Longs Métrages,,Márton KELETI,,2,HONGRIE,HONGRIE,,,,,André Maurois,France,0,0,,,,,,,0,42
fc105,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4066/year/1951.html,1951,RUMBO,En Compétition,Longs Métrages,,Ramón TORRADO,,1,ESPAGNE,ESPAGNE,,,,,André Maurois,France,0,0,,,,,,,0,43
fc106,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4058/year/1951.html,1951,CAICARA,En Compétition,Longs Métrages,,Adolfo CELI,,1,BRÉSIL,BRÉSIL,,,,,André Maurois,France,0,0,,,,,,,0,44
fc107,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4084/year/1951.html,1951,THE BROWNING VERSION (L'OMBRE D'UN HOMME),En Compétition,Longs Métrages,,Anthony ASQUITH,,1,ROYAUME-UNI,ROYAUME-UNI,,,,,André Maurois,France,0,0,"Prix du scénario, 1951;Prix d'interprétation masculine, 1951",,,,,188,"8,3",1660
fc108,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4126/year/1951.html,1951,LA BALANDRA ISABEL LLEGO ESTA TARDE (LA CARAVELLE ISABEL PARTIRA CE SOIR),En Compétition,Longs Métrages,,Carlos Hugo CHRISTENSEN Luis Guillermo VILLEGAS BLANCO,,1,VENEZUELA,VENEZUELA,,,,,André Maurois,France,0,0,"Prix de la mise en scène - Un Certain Regard, 1951",,,,,,0,45
fc109,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4099/year/1951.html,1951,IL CRISTO PROIBITO (LE CHRIST INTERDIT),En Compétition,Longs Métrages,,Curzio MALAPARTE,,1,ITALIE,ITALIE,,,,,André Maurois,France,0,0,,,,,,8,"7,1",1222
fc110,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4051/year/1951.html,1951,LA DANZA DEL FUEGO,En Compétition,Longs Métrages,,Daniel TINAYRE,,1,ARGENTINE,ARGENTINE,,,,,André Maurois,France,0,0,,,,,,,0,46
fc111,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4100/year/1951.html,1951,NAPOLI MILIONARIA (NAPLES MILLIONNAIRE),En Compétition,Longs Métrages,,Eduardo DE FILIPPO,,1,ITALIE,ITALIE,,,,,André Maurois,France,0,0,,,,,,2,0,47
fc112,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4069/year/1951.html,1951,A PLACE IN THE SUN (UNE PLACE AU SOLEIL),En Compétition,Longs Métrages,,George STEVENS,,1,ÉTATS-UNIS,ÉTATS-UNIS,,,,,André Maurois,France,0,0,,,,,,293,"7,6",1500
fc113,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4122/year/1951.html,1951,MUSORGSKIY,En Compétition,Longs Métrages,,Grigori ROSHAL,,1,,,,,,,André Maurois,France,0,0,"Prix pour le décor, 1951",,,,,,0,48
fc114,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4078/year/1951.html,1951,IDENTITE JUDICIAIRE,En Compétition,Longs Métrages,,Hervé BROMBERGER,,1,FRANCE,FRANCE,,,,,André Maurois,France,1,0,,,,,,6,"6,5",882
fc115,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4049/year/1951.html,1951,DER FALLENDE STERN,En Compétition,Longs Métrages,,Jacob GEIS,,1,ALLEMAGNE,ALLEMAGNE,,,,,André Maurois,France,0,0,,,,,,,0,49
fc116,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4112/year/1951.html,1951,ROBINSON WARSZAWSKI (LA VILLE INDOMPTEE),En Compétition,Longs Métrages,,Jerzy ZARZYCKI,,1,POLOGNE,POLOGNE,,,,,André Maurois,France,0,0,,,,,,,0,50
fc117,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4065/year/1951.html,1951,BALARRASA (LE NOCEUR),En Compétition,Longs Métrages,,José Antonio NIEVES-CONDE,,1,ESPAGNE,ESPAGNE,,,,,André Maurois,France,0,0,,,,,,20,"5,7",621
fc118,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4052/year/1951.html,1951,LOS ISLEROS (CEUX DES ILES),En Compétition,Longs Métrages,,Lucas DEMARE,,1,ARGENTINE,ARGENTINE,,,,,André Maurois,France,0,0,,,,,,,0,51
fc119,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4106/year/1951.html,1951,LOS OLVIDADOS (PITIE POUR EUX),En Compétition,Longs Métrages,,Luis BUÑUEL,,1,MEXIQUE,MEXIQUE,,,,,André Maurois,France,0,0,"Prix de la mise en scène, 1951",,,,,621,"7,8",1584
fc120,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4068/year/1951.html,1951,LA HONRADEZ DE LA CERRADURA (L'OCCASION FAIT LE LARRON),En Compétition,Longs Métrages,,Luis ESCOBAR,,1,ESPAGNE,ESPAGNE,,,,,André Maurois,France,0,0,,,,,,,0,52
fc121,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4053/year/1951.html,1951,MARIHUANA (LA DROGUE QUI TUE),En Compétition,Longs Métrages,,Léon KLIMOVSKY,,1,ARGENTINE,ARGENTINE,,,,,André Maurois,France,0,0,,,,,,,0,53
fc122,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4080/year/1951.html,1951,JULIETTE OU LA CLEF DES SONGES,En Compétition,Longs Métrages,,Marcel CARNÉ,,1,FRANCE,FRANCE,,,,,André Maurois,France,1,0,"Prix de la meilleure partition musicale, 1951",,,,,75,"6,4",837
fc123,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4071/year/1951.html,1951,BRIGHT VICTORY (LA NOUVELLE AURORE),En Compétition,Longs Métrages,,Mark ROBSON,,1,ÉTATS-UNIS,ÉTATS-UNIS,,,,,André Maurois,France,0,0,,,,,,,0,54
fc124,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4117/year/1951.html,1951,LE PIEGE,En Compétition,Longs Métrages,,Martin FRIC,,1,,,,,,,André Maurois,France,0,0,,,,,,,0,55
fc125,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4085/year/1951.html,1951,THE TALES OF HOFFMANN (LES CONTES D'HOFFMANN),En Compétition,Longs Métrages,,Michael POWELL Emeric PRESSBURGER,,1,ROYAUME-UNI,ROYAUME-UNI,,,,,André Maurois,France,0,0,"Prix Exceptionnel, 1951",,,,,126,"6,8",1047
fc126,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4086/year/1951.html,1951,TELEFTAIA APOSTOLI (DERNIERE MISSION),En Compétition,Longs Métrages,,Nicolas TSIFOROS,,1,GRÈCE,GRÈCE,,,,,André Maurois,France,0,0,,,,,,2,0,56
fc127,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4050/year/1951.html,1951,DIE TODLICHEN TRAUME (REVES MORTELS),En Compétition,Longs Métrages,,Paul MARTIN,,1,ALLEMAGNE,ALLEMAGNE,,,,,André Maurois,France,0,0,,,,,,,0,57
fc128,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4101/year/1951.html,1951,IL CAMMINO DELLA SPERANZA (LE CHEMIN DE L'ESPERANCE),En Compétition,Longs Métrages,,Pietro GERMI,,1,ITALIE,ITALIE,,,,,André Maurois,France,0,0,,,,,,7,"6,6",929
fc129,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4070/year/1951.html,1951,MAD WEDNESDAY (OH! QUEL MERCREDI),En Compétition,Longs Métrages,,Preston STURGES,,1,ÉTATS-UNIS,ÉTATS-UNIS,,,,,André Maurois,France,0,0,,,,,,10,"5,5",593
fc130,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4067/year/1951.html,1951,LA VIRGEN GITANA (LA GITANE DE GRENADE),En Compétition,Longs Métrages,,Ramón TORRADO,,2,ESPAGNE,ESPAGNE,,,,,André Maurois,France,0,0,,,,,,,0,58
fc131,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4124/year/1951.html,1951,OSVOBOZHDYONNYY KITAY (LA CHINE LIBEREE),En Compétition,Longs Métrages,,Sergeï GERASIMOV,,1,,,,,,,André Maurois,France,0,0,,,,,,,0,59
fc132,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4107/year/1951.html,1951,DONA DIABLA (LA DIABLESSE),En Compétition,Longs Métrages,,Tito DAVISON,,1,MEXIQUE,MEXIQUE,,,,,André Maurois,France,0,0,,,,,,13,"7,8",1585
fc133,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4108/year/1951.html,1951,SPIEGEL VAN HOLLAND (MIROIRS DE HOLLANDE),En Compétition,Longs Métrages,,Bert HAANSTRA,,1,PAYS-BAS,PAYS-BAS,,,,,André Maurois,France,0,1,"Grand Prix, 1951",,,http://www.allocine.fr/film/fichefilm_gen_cfilm=12127.html,#N/A,36,"7,8",1609
fc134,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4123/year/1951.html,1951,MIASTO NIEUJARZMIONE (LE CHEVALIER A L'ETOILE D'OR),En Compétition,Longs Métrages,,Youli RAIZMAN,,1,,,,,,,André Maurois,France,0,0,,,,,,,0,60
fc135,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4098/year/1951.html,1951,MIRACOLO A MILANO (MIRACLE A MILAN),En Compétition,Longs Métrages,,Vittorio DE SICA,,1,ITALIE,ITALIE,,,,,André Maurois,France,0,1,"Grand Prix Ex-aequo, 1951",85.00 minutes,,http://www.allocine.fr/film/fichefilm_gen_cfilm=1651.html,"3,8",169,"7,3",1363
fc136,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4017/year/1952.html,1952,IL CAPPOTTO (LE MANTEAU),En Compétition,Longs Métrages,,Alberto LATTUADA,,3,ITALIE,ITALIE,,,,,Maurice Genevoix,France,0,0,,,,,,37,"6,9",1101
fc137,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3969/year/1952.html,1952,TICO TICO NO FUBA,En Compétition,Longs Métrages,,Adolfo CELI,,2,BRÉSIL,BRÉSIL,,,,,Maurice Genevoix,France,0,0,,,,,,,0,61
fc138,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3994/year/1952.html,1952,FANFAN LA TULIPE,En Compétition,Longs Métrages,,CHRISTIAN-JAQUE,,2,FRANCE,FRANCE,,,,,Maurice Genevoix,France,1,0,"Prix de la mise en scène, 1952",,,,,767,"6,7",987
fc139,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3986/year/1952.html,1952,VIVA ZAPATA !,En Compétition,Longs Métrages,,Elia KAZAN,,2,ÉTATS-UNIS,ÉTATS-UNIS,,,,,Maurice Genevoix,France,0,0,"Prix d'interprétation masculine, 1952",,,,,332,7,1157
fc140,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3977/year/1952.html,1952,SURCOS (DERACINES),En Compétition,Longs Métrages,,José Antonio NIEVES-CONDE,,2,ESPAGNE,ESPAGNE,,,,,Maurice Genevoix,France,0,0,,,,,,1,0,62
fc141,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4028/year/1952.html,1952,SUBIDA AL CIELO (LA MONTEE AU CIEL),En Compétition,Longs Métrages,,Luis BUÑUEL,,2,MEXIQUE,MEXIQUE,,,,,Maurice Genevoix,France,0,0,,,,,,40,"6,1",725
fc142,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3964/year/1952.html,1952,PASO EN MI BARRIO (CA S'EST PASSE DANS MON QUARTIER),En Compétition,Longs Métrages,,Mario SOFFICI,,2,ARGENTINE,ARGENTINE,,,,,Maurice Genevoix,France,0,0,,,,,,,0,63
fc143,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3984/year/1952.html,1952,AN AMERICAN IN PARIS (UN AMERICAIN A PARIS),En Compétition,Longs Métrages,,Vincente MINNELLI,,2,ÉTATS-UNIS,ÉTATS-UNIS,,,,,Maurice Genevoix,France,0,0,,,,,,1 400,7,1158
fc144,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4016/year/1952.html,1952,UMBERTO D.,En Compétition,Longs Métrages,,Vittorio DE SICA,,2,ITALIE,ITALIE,,,,,Maurice Genevoix,France,0,0,,,,,,361,"7,7",1549
fc145,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3974/year/1952.html,1952,LAILAT GHARAM (UNE NUIT D'AMOUR),En Compétition,Longs Métrages,,Ahmed BADRAKHAN,,1,ÉGYPTE,ÉGYPTE,,,,,Maurice Genevoix,France,0,0,,,,,,3,0,64
fc146,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3993/year/1952.html,1952,NOUS SOMMES TOUS DES ASSASSINS,En Compétition,Longs Métrages,,André CAYATTE,,1,FRANCE,FRANCE,,,,,Maurice Genevoix,France,1,0,"Prix spécial du Jury, 1952",,,,,47,"7,4",1393
fc147,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3995/year/1952.html,1952,TROIS FEMMES,En Compétition,Longs Métrages,,André MICHEL,,1,FRANCE,FRANCE,,,,,Maurice Genevoix,France,1,0,,,,,,226,"7,4",1394
fc148,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4038/year/1952.html,1952,HON DANSADE EN SOMMAR (ELLE N'A DANSE QU'UN SEUL ETE),En Compétition,Longs Métrages,,Arne MATTSSON,,1,SUÈDE,SUÈDE,,,,,Maurice Genevoix,France,0,0,"Prix de la meilleure partition musicale, 1952",,,,,21,"7,6",1501
fc149,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4029/year/1952.html,1952,NODLANDING (ATTERRISSAGE FORCE),En Compétition,Longs Métrages,,Arne SKOUEN,,1,NORVÈGE,NORVÈGE,,,,,Maurice Genevoix,France,0,0,,,,,,,0,65
fc150,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3979/year/1952.html,1952,PARSIFAL,En Compétition,Longs Métrages,,Daniel MANGRANÉ Carlos SERRANO DE OSMA,,1,ESPAGNE,ESPAGNE,,,,,Maurice Genevoix,France,0,0,,,,,,13,"7,1",1223
fc151,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3960/year/1952.html,1952,UNTER DEN TANSEND LATERNE? (VALSE DANS LA NUIT),En Compétition,Longs Métrages,,Erich ENGEL,,1,ALLEMAGNE,ALLEMAGNE,,,,,Maurice Genevoix,France,0,0,,,,,,,0,66
fc152,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4003/year/1952.html,1952,NEKRI POLITEIA (CITE MORTE),En Compétition,Longs Métrages,,Frixos HELIADES,,1,GRÈCE,GRÈCE,,,,,Maurice Genevoix,France,0,0,,,,,,,0,67
fc153,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3987/year/1952.html,1952,THE MEDIUM,En Compétition,Longs Métrages,,Gian Carlo MENOTTI,,1,ÉTATS-UNIS,ÉTATS-UNIS,,,,,Maurice Genevoix,France,0,0,"Prix du film lyrique, 1952",,,,,,0,68
fc154,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3961/year/1952.html,1952,HERZ DER WELT (LE COEUR DU MONDE),En Compétition,Longs Métrages,,Harald BRAUN,,1,ALLEMAGNE,ALLEMAGNE,,,,,Maurice Genevoix,France,0,0,,,,,,,0,69
fc155,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4002/year/1952.html,1952,ENCORE,En Compétition,Longs Métrages,,Harold FRENCH Pat JACKSON Anthony PELISSIER,,1,ROYAUME-UNI,ROYAUME-UNI,,,,,Maurice Genevoix,France,0,0,,,,,,45,"5,9",673
fc156,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3968/year/1952.html,1952,LE BANQUET DES FRAUDEURS,En Compétition,Longs Métrages,,Henri STORCK,,1,BELGIQUE,BELGIQUE,,,,,Maurice Genevoix,France,0,0,,,,,,6,"5,7",622
fc157,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4027/year/1952.html,1952,LA AUSENTE (L'ABSENTE),En Compétition,Longs Métrages,,Julio BRACHO,,1,MEXIQUE,MEXIQUE,,,,,Maurice Genevoix,France,0,0,,,,,,,0,70
fc158,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4023/year/1952.html,1952,ARASHI NO NAKA NO HARA (DANS LA TEMPETE),En Compétition,Longs Métrages,,Kozo SAEKI,,1,JAPON,JAPON,,,,,Maurice Genevoix,France,0,0,,,,,,,0,71
fc159,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4022/year/1952.html,1952,NAMI (VAGUES),En Compétition,Longs Métrages,,Noboru NAKAMURA,,1,JAPON,JAPON,,,,,Maurice Genevoix,France,0,0,,,,,,,0,72
fc160,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3978/year/1952.html,1952,MARIA MORENA,En Compétition,Longs Métrages,,Pedro LAZAGA José Maria FORQUÉ,,1,ESPAGNE,ESPAGNE,,,,,Maurice Genevoix,France,0,0,,,,,,,0,73
fc161,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4007/year/1952.html,1952,AMAR BHOOPALI (LE CHANT IMMORTEL),En Compétition,Longs Métrages,,Rajaram Vankudre SHANTARAM,,1,INDE,INDE,,,,,Maurice Genevoix,France,0,0,,,,,,1,0,74
fc162,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4026/year/1952.html,1952,THE TRAGEDY OF OTHELLO: THE MOOR OF VENICE (OTHELLO),En Compétition,Longs Métrages,,Orson WELLES,,1,MAROC,MAROC,,,,,Maurice Genevoix,France,0,1,"Grand Prix Ex-aequo, 1952",,,http://www.allocine.fr/film/fichefilm_gen_cfilm=594.html,4,20,"6,7",1015
fc163,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3962/year/1952.html,1952,DAS LETZTE REZEPT (LA DERNIERE ORDONNANCE),En Compétition,Longs Métrages,,Rolf HANSEN,,1,ALLEMAGNE,ALLEMAGNE,,,,,Maurice Genevoix,France,0,0,,,,,,,0,75
fc164,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4013/year/1952.html,1952,GUARDIE E LADRI (GENDARMES ET VOLEURS),En Compétition,Longs Métrages,,Steno E. MONICELLI Mario MONICELLI,,1,ITALIE,ITALIE,,,,,Maurice Genevoix,France,0,0,"Prix du scénario, 1952",,,,,34,"7,5",1449
fc165,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3985/year/1952.html,1952,DETECTIVE STORY (HISTOIRE DE DETECTIVE),En Compétition,Longs Métrages,,William WYLER,,1,ÉTATS-UNIS,ÉTATS-UNIS,,,,,Maurice Genevoix,France,0,0,"Prix d'interprétation féminine, 1952",,,,,79,"7,1",1224
fc166,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3966/year/1952.html,1952,DER WEIBSTEUFEL (POSSEDEE DU DIABLE),En Compétition,Longs Métrages,,Wolfgang LIEBENEINER,,1,AUTRICHE,AUTRICHE,,,,,Maurice Genevoix,France,0,0,,,,,,,0,76
fc167,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4021/year/1952.html,1952,GENJI MONOGATARI (LE ROMAN DE GENJI),En Compétition,Longs Métrages,,YOSHIMURA Kozaburo,,1,JAPON,JAPON,,,,,Maurice Genevoix,France,0,0,"Prix de la photographie et de la composition plastique, 1952",,,,,5,"6,9",1102
fc168,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3975/year/1952.html,1952,IBN EL NIL (LE FILS DU NIL),En Compétition,Longs Métrages,,Youssef CHAHINE,,1,ÉGYPTE,ÉGYPTE,,,,,Maurice Genevoix,France,0,0,,,,,,3,0,77
fc169,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4001/year/1952.html,1952,"CRY, THE BELOVED COUNTRY (PLEURE O PAYS BIEN-AIME)",En Compétition,Longs Métrages,,Zoltan KORDA,,1,ROYAUME-UNI,ROYAUME-UNI,,,,,Maurice Genevoix,France,0,0,,,,,,3,0,78
fc170,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4018/year/1952.html,1952,DUE SOLDI DI SPERANZA (DEUX SOUS D'ESPOIR),En Compétition,Longs Métrages,,Renato CASTELLANI,,1,ITALIE,ITALIE,,,,,Maurice Genevoix,France,0,1,"Grand Prix Ex-aequo, 1952",,,http://www.allocine.fr/film/fichefilm_gen_cfilm=6096.html,"2,7",11,"6,6",923
fc171,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3948/year/1953.html,1953,BARABAS,En Compétition,Longs Métrages,,Alf SJÖBERG,,3,SUÈDE,SUÈDE,,,,,Jean Cocteau,France,0,0,,,,,,,0,79
fc172,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3938/year/1953.html,1953,LA RED (LE FILET),En Compétition,Longs Métrages,,Emilio FERNÁNDEZ,,3,MEXIQUE,MEXIQUE,,,,,Jean Cocteau,France,0,0,"Prix International du film le mieux raconté par l'image, 1953",,,,,6,"6,9",1103
fc173,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3939/year/1953.html,1953,EL (TOURMENTS),En Compétition,Longs Métrages,,Luis BUÑUEL,,3,MEXIQUE,MEXIQUE,,,,,Jean Cocteau,France,0,0,,,,,,64,"7,1",1225
fc174,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3951/year/1953.html,1953,SIE FANDEN EINE HEIMAT (NOTRE VILLAGE),En Compétition,Longs Métrages,,Léopold LINDTBERG,,3,SUISSE,SUISSE,,,,,Jean Cocteau,France,0,0,,,,,,,0,80
fc175,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3927/year/1953.html,1953,STAZIONE TERMINI (GARE TERMINUS),En Compétition,Longs Métrages,,Vittorio DE SICA,,3,ITALIE,ITALIE,,,,,Jean Cocteau,France,0,0,,,,,,,0,81
fc176,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3897/year/1953.html,1953,I CONFESS (LA LOI DU SILENCE),En Compétition,Longs Métrages,,Alfred HITCHCOCK,,2,ÉTATS-UNIS,ÉTATS-UNIS,,,,,Jean Cocteau,France,0,0,,,,,,559,7,1159
fc177,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3949/year/1953.html,1953,FOR MIN HETA UNGDOMS SKULL (POUR LES ARDENTES AMOURS DE MA JEUNESSE),En Compétition,Longs Métrages,,Arne MATTSSON,,2,SUÈDE,SUÈDE,,,,,Jean Cocteau,France,0,0,,,,,,,0,82
fc178,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3926/year/1953.html,1953,LA PROVINCIALE (UNE MARCHANDE D'AMOUR),En Compétition,Longs Métrages,,Mario SOLDATI,,2,ITALIE,ITALIE,,,,,Jean Cocteau,France,0,0,,,,,,,0,83
