id,Url Source,Année,Titre,Competiton,Type,Premier Film,Realise Par,Sexe,Présence du réalisateur,Pays,Pays 1,Pays 2,Pays 3,Pays 4,Pays 5,Président du jury,Nationalité du président du jury,même pays jury et prod ,Palme,Récompense,Duree,Annee,URL Allociné,Note Allociné,Nombre de notes Sens Critique,Note Sens Critique,Classement Sens Critique
fc228,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3838/year/1954.html,1954,CAROSELLO NAPOLETANO (LE CARROUSEL FANTASTIQUE),En Compétition,Longs Métrages,,Ettore GIANNINI,,1,ITALIE,ITALIE,,,,,Jean Cocteau,France,0,0,"Prix International, 1954",,,,,,0,116
fc229,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3831/year/1954.html,1954,PAMPOSH (PAMPOSH: FLEUR DE LOTUS),En Compétition,Longs Métrages,,Ezra MIR,,1,INDE,INDE,,,,,Jean Cocteau,France,0,0,,,,,,,0,117
fc230,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3803/year/1954.html,1954,LITTLE BOY LOST (LE PETIT GARCON PERDU),En Compétition,Longs Métrages,,George SEATON,,1,ÉTATS-UNIS,ÉTATS-UNIS,,,,,Jean Cocteau,France,0,0,,,,,,,0,118
fc231,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3874/year/1954.html,1954,MASTERA RUSSKOGO BALETA (LES ETOILES DU BALLET RUSSE),En Compétition,Longs Métrages,,Gerbert RAPPAPORT,,1,,,,,,,Jean Cocteau,France,0,0,,,,,,,0,119
fc232,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3804/year/1954.html,1954,THE LIVING DESERT (LE DESERT VIVANT),En Compétition,Longs Métrages,,James ALGAR,,1,ÉTATS-UNIS,ÉTATS-UNIS,,,,,Jean Cocteau,France,0,0,"Prix International, 1954",,,,,7,"7,2",1279
fc233,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3791/year/1954.html,1954,SI MIS CAMPOS HABLARAN (SI MA TERRE PARLAIT),En Compétition,Longs Métrages,,José BOHR,,1,CHILI,CHILI,,,,,Jean Cocteau,France,0,0,,,,,,,0,120
fc234,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3796/year/1954.html,1954,COMICOS (LES COMEDIENS),En Compétition,Longs Métrages,,Juan Antonio BARDEM,,1,ESPAGNE,ESPAGNE,,,,,Jean Cocteau,France,0,0,,,,,,,0,121
fc235,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3845/year/1954.html,1954,KOIBUMI (LETTRE D'AMOUR),En Compétition,Longs Métrages,,Kinuyo TANAKA,,1,JAPON,JAPON,,,,,Jean Cocteau,France,0,0,,,,,,3,0,122
fc236,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3830/year/1954.html,1954,MAYURPANKH (LES PLUMES DU PAON),En Compétition,Longs Métrages,,Kishore SAHU,,1,INDE,INDE,,,,,Jean Cocteau,France,0,0,,,,,,,0,123
fc237,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3823/year/1954.html,1954,KYRIAKATIKO XYPNIMA (REVEIL DU DIMANCHE),En Compétition,Longs Métrages,,Michel CACOYANNIS,,1,GRÈCE,GRÈCE,,,,,Jean Cocteau,France,0,0,,,,,,,0,124
fc238,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3851/year/1954.html,1954,EL MARTIR DEL CALVARIO (LE MARTYR DU CALVAIRE),En Compétition,Longs Métrages,,Miguel MORAYTA,,1,MEXIQUE,MEXIQUE,,,,,Jean Cocteau,France,0,0,,,,,,,0,125
fc239,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3818/year/1954.html,1954,THE KIDNAPPERS (LES KIDNAPPERS),En Compétition,Longs Métrages,,Philip LEACOCK,,1,ROYAUME-UNI,ROYAUME-UNI,,,,,Jean Cocteau,France,0,0,,,,,,,0,126
fc240,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3809/year/1954.html,1954,SANGRE Y LUCES (SANG ET LUMIERES),En Compétition,Longs Métrages,,Ricardo MUÑOZ-SUAY Georges ROUQUIER,,1,FRANCE,FRANCE,,,,,Jean Cocteau,France,1,0,,,,,,,0,127
fc241,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3800/year/1954.html,1954,KNIGHTS OF THE ROUND TABLE (LES CHEVALIERS DE LA TABLE RONDE),En Compétition,Longs Métrages,,Richard THORPE,,1,ÉTATS-UNIS,ÉTATS-UNIS,,,,,Jean Cocteau,France,0,0,,,,,,258,"6,5",887
fc242,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3802/year/1954.html,1954,BENEATH THE 12 - MILE REEF (TEMPETE SOUS LA MER),En Compétition,Longs Métrages,,Robert D. WEBB,,1,ÉTATS-UNIS,ÉTATS-UNIS,,,,,Jean Cocteau,France,0,0,,,,,,,4,539
fc243,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3808/year/1954.html,1954,LE GRAND JEU,En Compétition,Longs Métrages,,Robert SIODMAK,,1,FRANCE,FRANCE,,,,,Jean Cocteau,France,1,0,,,,,,22,"6,8",1048
fc244,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3849/year/1954.html,1954,EL NINO Y LA NIEBLA (L'ENFANT ET LE BROUILLARD),En Compétition,Longs Métrages,,Roberto GAVALDÓN,,1,MEXIQUE,MEXIQUE,,,,,Jean Cocteau,France,0,0,,,,,,,0,128
fc245,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3844/year/1954.html,1954,NIGORIE (DESTINS DE FEMMES),En Compétition,Longs Métrages,,Tadashi IMAI,,1,JAPON,JAPON,,,,,Jean Cocteau,France,0,0,,,,,,,0,129
fc246,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3873/year/1954.html,1954,SUDBA MARINY (LA DESTINEE DE MARINA),En Compétition,Longs Métrages,,Viktor IVCHENKO Isaak SHMARUK,,1,,,,,,,Jean Cocteau,France,0,0,,,,,,,0,130
fc247,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3868/year/1954.html,1954,KOMEDIANTI (LES COMEDIENS),En Compétition,Longs Métrages,,Vladimir VLECK,,1,,,,,,,Jean Cocteau,France,0,0,,,,,,,0,131
fc248,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3790/year/1954.html,1954,FEITICO DO AMAZONAS,En Compétition,Longs Métrages,,Zygmunt SULISTROWSKI,,1,BRÉSIL,BRÉSIL,,,,,Jean Cocteau,France,0,0,,,,,,,0,132
fc249,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3743/year/1955.html,1955,L'ORO DI NAPOLI (L'OR DE NAPLES),En Compétition,Longs Métrages,,Vittorio DE SICA,,4,ITALIE,ITALIE,,,,,Marcel Pagnol,France,0,0,,,,,,30,"6,7",988
fc250,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3724/year/1955.html,1955,DOSSIER NOIR,En Compétition,Longs Métrages,,André CAYATTE,,3,FRANCE,FRANCE,,,,,Marcel Pagnol,France,1,0,,,,,,6,"6,9",1106
fc251,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3757/year/1955.html,1955,DET BRENNER I NATT (LA FLAMME),En Compétition,Longs Métrages,,Arne SKOUEN,,3,NORVÈGE,NORVÈGE,,,,,Marcel Pagnol,France,0,0,,,,,,,0,133
fc252,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3730/year/1955.html,1955,THE END OF THE AFFAIR (VIVRE UN GRAND AMOUR),En Compétition,Longs Métrages,,Edward DMYTRYK,,3,FRANCE,FRANCE,,,,,Marcel Pagnol,France,1,0,,,,,,6,"6,6",931
fc253,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3719/year/1955.html,1955,EAST OF EDEN (A L'EST D'EDEN),En Compétition,Longs Métrages,,Elia KAZAN,,3,ÉTATS-UNIS,ÉTATS-UNIS,,,,,Marcel Pagnol,France,0,0,"Prix du film dramatique, 1955",,,,,1 900,"7,7",1551
fc254,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3700/year/1955.html,1955,"LUDWIG II, GLANZ UND ENDE EINES KONIGS (LOUIS II DE BAVIERE)",En Compétition,Longs Métrages,,Helmut KÄUTNER,,3,ALLEMAGNE,ALLEMAGNE,,,,,Marcel Pagnol,France,0,0,,,,,,1,0,134
fc255,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3715/year/1955.html,1955,"MARCELINO PAN Y VINO (MARCELLIN, PAIN ET VIN)",En Compétition,Longs Métrages,,Laszlo VAJDA,,3,ESPAGNE,ESPAGNE,,,,,Marcel Pagnol,France,0,0,"Mention à deux enfants, 1955;Mention, 1955",,,,,,0,135
fc256,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3736/year/1955.html,1955,BIRAJ BAHU,En Compétition,Longs Métrages,,Bimal ROY,,2,INDE,INDE,,,,,Marcel Pagnol,France,0,0,,,,,,,0,136
fc257,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3729/year/1955.html,1955,A KID FOR TWO FARTHINGS (L'ENFANT ET LA LICORNE),En Compétition,Longs Métrages,,Carol REED,,2,ROYAUME-UNI,ROYAUME-UNI,,,,,Marcel Pagnol,France,0,0,,,,,,,0,137
fc258,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3717/year/1955.html,1955,THE COUNTRY GIRL (UNE FILLE DE LA PROVINCE),En Compétition,Longs Métrages,,George SEATON,,2,ÉTATS-UNIS,ÉTATS-UNIS,,,,,Marcel Pagnol,France,0,0,,,,,,,0,138
fc259,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3772/year/1955.html,1955,PSOHLAVCI (LES TETES DE CHIEN),En Compétition,Longs Métrages,,Martin FRIC,,2,,,,,,,Marcel Pagnol,France,0,0,,,,,,,0,139
fc260,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3733/year/1955.html,1955,"STELLA (STELLA, FEMME LIBRE)",En Compétition,Longs Métrages,,Michel CACOYANNIS,,2,GRÈCE,GRÈCE,,,,,Marcel Pagnol,France,0,0,,,,,,27,"7,4",1396
fc261,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3740/year/1955.html,1955,HILL 24 DOESN'T ANSWER (LA COLLINE 24 NE REPOND PLUS),En Compétition,Longs Métrages,,Thorold DICKINSON,,2,ISRAËL,ISRAËL,,,,,Marcel Pagnol,France,0,0,"Hommage, 1955",,,,,3,0,140
fc262,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3755/year/1955.html,1955,UN EXTRANO EN LA ESCALERA,En Compétition,Longs Métrages,,Tulio DEMICHELI,,2,MEXIQUE,MEXIQUE,,,,,Marcel Pagnol,France,0,0,,,,,,,0,141
fc263,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3754/year/1955.html,1955,RAICES (LES RACINES),En Compétition,Longs Métrages,,Benito ALAZRAKI,,1,MEXIQUE,MEXIQUE,,,,,Marcel Pagnol,France,0,0,,,,,,,0,142
fc264,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3702/year/1955.html,1955,JEDDA,En Compétition,Longs Métrages,,Charles Edward CHAUVEL,,1,AUSTRALIE,AUSTRALIE,,,,,Marcel Pagnol,France,0,0,,,,,,,0,143
fc265,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3744/year/1955.html,1955,IL SEGNO DI VENERE (LE SIGNE DE VENUS),En Compétition,Longs Métrages,,Dino RISI,,1,ITALIE,ITALIE,,,,,Marcel Pagnol,France,0,0,,,,,,27,"6,1",726
fc266,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3707/year/1955.html,1955,SAMBA FANTASTICO (SAMBA FANTASTIQUE),En Compétition,Longs Métrages,,Jean MANZON René PERSIN,,1,BRÉSIL,BRÉSIL,,,,,Marcel Pagnol,France,0,0,,,,,,,0,144
fc267,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3718/year/1955.html,1955,BAD DAY AT BLACK ROCK (UN HOMME EST PASSE),En Compétition,Longs Métrages,,John STURGES,,1,ÉTATS-UNIS,ÉTATS-UNIS,,,,,Marcel Pagnol,France,0,0,"Prix d'Interprétation, 1955",,,,,269,"7,5",1450
fc268,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3776/year/1955.html,1955,BOLCHAYA SEMYA (UNE GRANDE FAMILLE),En Compétition,Longs Métrages,,Josef HEIFITZ,,1,,,,,,,Marcel Pagnol,France,0,0,"Prix d'interprétation collectif, 1955",,,,,,0,145
fc269,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3723/year/1955.html,1955,DU RIFIFI CHEZ LES HOMMES,En Compétition,Longs Métrages,,Jules DASSIN,,1,FRANCE,FRANCE,,,,,Marcel Pagnol,France,1,0,"Prix de la mise en scène Ex-aequo, 1955",,,,,272,"7,5",1451
fc270,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3714/year/1955.html,1955,HAYAA AW MOUT (VIE OU MORT),En Compétition,Longs Métrages,,Kamal EL CHEIKH,,1,ÉGYPTE,ÉGYPTE,,,,,Marcel Pagnol,France,0,0,,,,,,,0,146
fc271,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3734/year/1955.html,1955,LILIOMFI,En Compétition,Longs Métrages,,Karoly MAKK,,1,HONGRIE,HONGRIE,,,,,Marcel Pagnol,France,0,0,,,,,,,0,147
fc272,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3752/year/1955.html,1955,SENHIME (PRINCESSE SEN),En Compétition,Longs Métrages,,Keigo KIMURA,,1,JAPON,JAPON,,,,,Marcel Pagnol,France,0,0,,,,,,,0,148
fc273,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3751/year/1955.html,1955,CHIKAMATSU MONOGATARI (LES AMANTS CRUCIFIES),En Compétition,Longs Métrages,,Kenji MIZOGUCHI,,1,JAPON,JAPON,,,,,Marcel Pagnol,France,0,0,,,,,,329,"7,9",1614
fc274,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3742/year/1955.html,1955,CONTINENTE PERDUTO (CONTINENT PERDU),En Compétition,Longs Métrages,,Leonardo BONZI Enrico GRAS Giorgio MOSER,,1,ITALIE,ITALIE,,,,,Marcel Pagnol,France,0,0,"Prix spécial du Jury Unanimité, 1955",,,,,8,"4,8",553
fc275,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3777/year/1955.html,1955,ROMEI I DZHULYETTA (ROMEO ET JULIETTE),En Compétition,Longs Métrages,,Lev ARNCHTAM Leonid LAVROVSKY,,1,,,,,,,Marcel Pagnol,France,0,0,"Prix du film lyrique Unanimité, 1955",,,,,8,"6,2",761
fc276,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3722/year/1955.html,1955,CARMEN JONES,En Compétition,Longs Métrages,,Otto PREMINGER,,1,ÉTATS-UNIS,ÉTATS-UNIS,,,,,Marcel Pagnol,France,0,0,,,,,,89,"6,5",888
fc277,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3737/year/1955.html,1955,BOOT POLISH (LE PETIT CIREUR),En Compétition,Longs Métrages,,Prakash ARORA,,1,INDE,INDE,,,,,Marcel Pagnol,France,0,0,"Mention à deux enfants, 1955",,,,,,0,149
fc278,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3749/year/1955.html,1955,ONNA NO KOYOMI (CALENDRIER DE FEMMES),En Compétition,Longs Métrages,,Seiji HISAMATSU,,1,JAPON,JAPON,,,,,Marcel Pagnol,France,0,0,,,,,,,0,150
fc279,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3709/year/1955.html,1955,GEROITE NA SHIPKA (GEROI SIPKI) (LES HEROS DE CHIPKA),En Compétition,Longs Métrages,,Sergueï VASSILIEV,,1,BULGARIE,BULGARIE,,,,,Marcel Pagnol,France,0,0,"Prix de la mise en scène Ex-aequo, 1955",,,,,,0,151
fc280,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3701/year/1955.html,1955,DIE MUECKE (LA MOUCHE),En Compétition,Longs Métrages,,Walter REISCH,,1,ALLEMAGNE,ALLEMAGNE,,,,,Marcel Pagnol,France,0,0,,,,,,14,"7,3",1340
fc281,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3716/year/1955.html,1955,MARTY,En Compétition,Longs Métrages,,Delbert MANN,,1,ÉTATS-UNIS,ÉTATS-UNIS,,,,,Marcel Pagnol,France,0,1,"Palme d'or Unanimité, 1955",,,http://www.allocine.fr/film/fichefilm_gen_cfilm=49971.html,"3,4",92,"6,2",760
fc282,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3663/year/1956.html,1956,IL TETTO (LE TOIT),En Compétition,Longs Métrages,,Vittorio DE SICA,,5,ITALIE,ITALIE,,,,,Maurice Lehmann,France,0,0,,,,,,6,"6,4",838
fc283,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3589/year/1956.html,1956,TARDE DE TOROS (APRES-MIDI DE TAUREAUX),En Compétition,Longs Métrages,,Laszlo VAJDA,,4,ESPAGNE,ESPAGNE,,,,,Maurice Lehmann,France,0,0,,,,,,,0,152
fc284,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3594/year/1956.html,1956,THE MAN WHO KNEW TOO MUCH (L'HOMME QUI EN SAVAIT TROP),En Compétition,Longs Métrages,,Alfred HITCHCOCK,,3,ÉTATS-UNIS,ÉTATS-UNIS,,,,,Maurice Lehmann,France,0,0,,,,,,3 179,"7,4",1397
fc285,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3648/year/1956.html,1956,MARIE ANTOINETTE REINE DE FRANCE,En Compétition,Longs Métrages,,Jean DELANNOY,,3,FRANCE,FRANCE,,,,,Maurice Lehmann,France,1,0,,,,,,27,"5,5",594
fc286,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3655/year/1956.html,1956,TO KORISTI ME TA MAVRA (LA FILLE EN NOIR),En Compétition,Longs Métrages,,Michel CACOYANNIS,,3,GRÈCE,GRÈCE,,,,,Maurice Lehmann,France,0,0,,,,,,,0,153
fc287,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3588/year/1956.html,1956,SHABAB IMRA'A (LA SANGSUE),En Compétition,Longs Métrages,,Salah ABU SAYF,,3,ÉGYPTE,ÉGYPTE,,,,,Maurice Lehmann,France,0,0,,,,,,1,0,154
fc288,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3691/year/1956.html,1956,OTHELLO,En Compétition,Longs Métrages,,Sergueï YOUTKÉVITCH,,3,,,,,,,Maurice Lehmann,France,0,0,"Prix International de la meilleur réalisation, 1956",,,,,20,"6,7",989
fc289,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3595/year/1956.html,1956,I'LL CRY TOMORROW (UNE FEMME EN ENFER),En Compétition,Longs Métrages,,Daniel MANN,,2,ÉTATS-UNIS,ÉTATS-UNIS,,,,,Maurice Lehmann,France,0,0,"Prix International de la meilleure interprétation, 1956",,,,,1,0,155
fc290,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3647/year/1956.html,1956,LE MYSTERE PICASSO,En Compétition,Longs Métrages,,Henri-Georges CLOUZOT,,2,FRANCE,FRANCE,,,,,Maurice Lehmann,France,1,0,"Prix spécial du Jury Unanimité, 1956",,,,,390,"7,5",1452
fc291,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3685/year/1956.html,1956,SOMMARNATTENS LEENDE (SOURIRES D'UNE NUIT D'ETE),En Compétition,Longs Métrages,,Ingmar BERGMAN,,2,SUÈDE,SUÈDE,,,,,Maurice Lehmann,France,0,0,"Prix de l'humour poétique, 1956",,,,,302,"7,4",1398
fc292,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3576/year/1956.html,1956,EL ULTIMO PERRO (LE DERNIER CHIEN),En Compétition,Longs Métrages,,Lucas DEMARE,,2,ARGENTINE,ARGENTINE,,,,,Maurice Lehmann,France,0,0,,,,,,,0,156
fc293,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3643/year/1956.html,1956,THE HARDER THEY FALL (PLUS DURE SERA LA CHUTE),En Compétition,Longs Métrages,,Mark ROBSON,,2,ÉTATS-UNIS,ÉTATS-UNIS,,,,,Maurice Lehmann,France,0,0,,,,,,49,"7,3",1341
fc294,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3670/year/1956.html,1956,SEIDO NO KIRISUTO (LE CHRIST EN BRONZE),En Compétition,Longs Métrages,,Minoru SHIBUYA,,2,JAPON,JAPON,,,,,Maurice Lehmann,France,0,0,,,,,,,0,157
fc295,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3667/year/1956.html,1956,IL FERROVIERE (LE CHEMINOT),En Compétition,Longs Métrages,,Pietro GERMI,,2,ITALIE,ITALIE,,,,,Maurice Lehmann,France,0,0,,,,,,,0,158
fc296,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3676/year/1956.html,1956,LA ESCONDIDA,En Compétition,Longs Métrages,,Roberto GAVALDÓN,,2,MEXIQUE,MEXIQUE,,,,,Maurice Lehmann,France,0,0,,,,,,2,0,159
fc297,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3671/year/1956.html,1956,IKIMONO NO KIROKU (SI LES OISEAUX SAVAIENT),En Compétition,Longs Métrages,,Akira KUROSAWA,,1,JAPON,JAPON,,,,,Maurice Lehmann,France,0,0,,,,,,337,"7,2",1280
fc298,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3692/year/1956.html,1956,PEDAGOGICHESKAYA POEMA (POEME PEDAGOGIQUE),En Compétition,Longs Métrages,,Aleksei MASLYUKOV Mechislava MAYEVSKAYA,,1,,,,,,,Maurice Lehmann,France,0,0,,,,,,,0,160
fc299,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3675/year/1956.html,1956,TALPA (LE VOEU),En Compétition,Longs Métrages,,Alfredo B. CREVENNA,,1,MEXIQUE,MEXIQUE,,,,,Maurice Lehmann,France,0,0,,,,,,,0,161
fc300,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3585/year/1956.html,1956,TOTCHKA PARVA (POINT PREMIER DE L'ORDRE DU JOUR),En Compétition,Longs Métrages,,Boian DANOWSKI,,1,BULGARIE,BULGARIE,,,,,Maurice Lehmann,France,0,0,,,,,,,0,162
fc301,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3583/year/1956.html,1956,SOB O CEU DA BAHIA (SOUS LE CIEL DE BAHIA),En Compétition,Longs Métrages,,Ernesto REMANI,,1,BRÉSIL,BRÉSIL,,,,,Maurice Lehmann,France,0,0,,,,,,,0,163
fc302,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3651/year/1956.html,1956,SEVEN YEARS IN TIBET (SEPT ANS D'AVENTURES AU TIBET),En Compétition,Longs Métrages,,Hans NIETER,,1,ROYAUME-UNI,ROYAUME-UNI,,,,,Maurice Lehmann,France,0,0,,,,,,,0,164
fc303,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3682/year/1956.html,1956,AFACEREA PROTAR (L'AFFAIRE PROTAR),En Compétition,Longs Métrages,,Haralambie BOROS,,1,,,,,,,Maurice Lehmann,France,0,0,,,,,,,0,165
fc304,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3674/year/1956.html,1956,TOUBIB EL AFFIA (LE MEDECIN MALGRE LUI),En Compétition,Longs Métrages,,Henry JACQUES,,1,MAROC,MAROC,,,,,Maurice Lehmann,France,0,0,,,,,,,0,166
fc305,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3680/year/1956.html,1956,CIEN (L'OMBRE),En Compétition,Longs Métrages,,Jerzy KAWALEROWICZ,,1,POLOGNE,POLOGNE,,,,,Maurice Lehmann,France,0,0,,,,,,,0,167
fc306,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3652/year/1956.html,1956,YIELD TO THE NIGHT (PEINE CAPITALE),En Compétition,Longs Métrages,,John LEE THOMPSON,,1,ROYAUME-UNI,ROYAUME-UNI,,,,,Maurice Lehmann,France,0,0,,,,,,,0,168
fc307,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3578/year/1956.html,1956,MOZART,En Compétition,Longs Métrages,,Karl HARTL,,1,AUTRICHE,AUTRICHE,,,,,Maurice Lehmann,France,0,0,,,,,,,0,169
fc308,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3672/year/1956.html,1956,MABOROSHI NO UMA (LE CHEVAL FANTOME),En Compétition,Longs Métrages,,Koji SHIMA,,1,JAPON,JAPON,,,,,Maurice Lehmann,France,0,0,,,,,,,0,170
fc309,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3693/year/1956.html,1956,MAT (LA MERE),En Compétition,Longs Métrages,,Marc DONSKOÏ,,1,,,,,,,Maurice Lehmann,France,0,0,,,,,,28,"8,1",1648
fc310,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3577/year/1956.html,1956,WALK INTO PARADISE (L'ODYSSEE DU CAPITAINE STEVE - LA VALLEE DU PARADIS),En Compétition,Longs Métrages,,Marcello PAGLIERO Lee ROBINSON,,1,AUSTRALIE,AUSTRALIE,,,,,Maurice Lehmann,France,0,0,,,,,,,0,171
fc311,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3664/year/1956.html,1956,GLI INNAMORATI (LES AMOUREUX),En Compétition,Longs Métrages,,Mauro BOLOGNINI,,1,ITALIE,ITALIE,,,,,Maurice Lehmann,France,0,0,,,,,,16,7,1161
fc312,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3644/year/1956.html,1956,THE MAN IN THE GRAY FLANNEL SUIT (L'HOMME AU COMPLET GRIS),En Compétition,Longs Métrages,,Nunnaly JOHNSON,,1,ÉTATS-UNIS,ÉTATS-UNIS,,,,,Maurice Lehmann,France,0,0,,,,,,20,7,1162
fc313,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3582/year/1956.html,1956,MEEUWEN STERVEN IN DE HAVEN (LES MOUETTES MEURENT AU PORT),En Compétition,Longs Métrages,,Rik KUYPERS Ivo MICHIELS Roland VERHAVERT,,1,BELGIQUE,BELGIQUE,,,,,Maurice Lehmann,France,0,0,,,,,,2,0,172
fc314,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3650/year/1956.html,1956,THE MAN WHO NEVER WAS (L'HOMME QUI N'A JAMAIS EXISTE),En Compétition,Longs Métrages,,Ronald NEAME,,1,ROYAUME-UNI,ROYAUME-UNI,,,,,Maurice Lehmann,France,0,0,,,,,,13,"6,4",839
fc315,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3659/year/1956.html,1956,PATHER PANCHALI (LA COMPLAINTE DU SENTIER),En Compétition,Longs Métrages,,Satyajit RAY,,1,INDE,INDE,,,,,Maurice Lehmann,France,0,0,"Prix du document humain, 1956",,,,,250,"8,1",1649
fc316,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3661/year/1956.html,1956,SHEVGYACHYA SHENGA (HERITAGE MORAL),En Compétition,Longs Métrages,,Shantaram ATHAVALE,,1,INDE,INDE,,,,,Maurice Lehmann,France,0,0,,,,,,,0,173
fc317,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3697/year/1956.html,1956,HANKA,En Compétition,Longs Métrages,,Slavko VORKAPICH,,1,,,,,,,Maurice Lehmann,France,0,0,,,,,,,0,174
fc318,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3686/year/1956.html,1956,DALIBOR,En Compétition,Longs Métrages,,Václav KRSKA,,1,,,,,,,Maurice Lehmann,France,0,0,,,,,,,0,175
fc319,http://www.festival-cannes.com/fr/archives/ficheFilm/id/3656/year/1956.html,1956,KORHINTA (UN PETIT CARROUSEL DE FETE),En Compétition,Longs Métrages,,Zoltán FÁBRI,,1,HONGRIE,HONGRIE,,,,,Maurice Lehmann,France,0,0,,,,,,6,"6,8",1049
